
CTA Performance - Southern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v2)
=======================================================

E (TeV) 	 Energy
        	 resolution
------- 	------------------
0.0251		 0.29
0.0398		 0.26
0.0631		 0.2
0.1		 0.16
0.158		 0.13
0.251		 0.11
0.398		 0.09
0.631		 0.075
1		 0.067
1.58		 0.061
2.51		 0.057
3.98		 0.052
6.31		 0.048
10		 0.047
15.8		 0.048
25.1		 0.05
39.8		 0.055
63.1		 0.058
