
CTA Performance - Southern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v2)
=======================================================
Effective area (after gamma/hadron separation and direction cuts)
=======================================================

E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0158		 435
0.0178		 783
0.02		 2.39e+03
0.0224		 4e+03
0.0251		 8.7e+03
0.0282		 1.34e+04
0.0316		 2.16e+04
0.0355		 2.98e+04
0.0398		 3.83e+04
0.0447		 4.69e+04
0.0501		 5.48e+04
0.0562		 6.28e+04
0.0631		 7.09e+04
0.0708		 7.91e+04
0.0794		 9.25e+04
0.0891		 1.06e+05
0.1		 1.31e+05
0.112		 1.56e+05
0.126		 1.92e+05
0.141		 2.27e+05
0.158		 2.61e+05
0.178		 2.95e+05
0.2		 3.25e+05
0.224		 3.55e+05
0.251		 3.87e+05
0.282		 4.18e+05
0.316		 4.65e+05
0.355		 5.11e+05
0.398		 5.67e+05
0.447		 6.22e+05
0.501		 6.92e+05
0.562		 7.61e+05
0.631		 8.6e+05
0.708		 9.59e+05
0.794		 1.1e+06
0.891		 1.24e+06
1		 1.43e+06
1.12		 1.61e+06
1.26		 1.83e+06
1.41		 2.05e+06
1.58		 2.26e+06
1.78		 2.47e+06
2		 2.64e+06
2.24		 2.81e+06
2.51		 3e+06
2.82		 3.18e+06
3.16		 3.33e+06
3.55		 3.48e+06
3.98		 3.63e+06
4.47		 3.78e+06
5.01		 3.91e+06
5.62		 4.05e+06
6.31		 4.16e+06
7.08		 4.28e+06
7.94		 4.43e+06
8.91		 4.59e+06
10		 4.72e+06
11.2		 4.84e+06
12.6		 4.94e+06
14.1		 5.05e+06
15.8		 5.16e+06
17.8		 5.27e+06
20		 5.41e+06
22.4		 5.54e+06
25.1		 5.66e+06
28.2		 5.79e+06
31.6		 5.86e+06
35.5		 5.93e+06
39.8		 6.01e+06
44.7		 6.09e+06
50.1		 6.17e+06
56.2		 6.26e+06
63.1		 6.26e+06
70.8		 6.26e+06
79.4		 6.3e+06
89.1		 6.34e+06
100		 6.41e+06
112		 6.48e+06
126		 6.4e+06
141		 6.33e+06
