
CTA Performance - Southern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v2)
=======================================================
Effective area (after gamma/hadron separation cuts)
=======================================================

E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0158		 45.8
0.0178		 85.9
0.02		 471
0.0224		 855
0.0251		 2.87e+03
0.0282		 4.88e+03
0.0316		 1.06e+04
0.0355		 1.63e+04
0.0398		 2.53e+04
0.0447		 3.42e+04
0.0501		 4.41e+04
0.0562		 5.39e+04
0.0631		 6.33e+04
0.0708		 7.27e+04
0.0794		 8.37e+04
0.0891		 9.47e+04
0.1		 1.13e+05
0.112		 1.32e+05
0.126		 1.62e+05
0.141		 1.92e+05
0.158		 2.24e+05
0.178		 2.57e+05
0.2		 2.92e+05
0.224		 3.28e+05
0.251		 3.63e+05
0.282		 3.98e+05
0.316		 4.36e+05
0.355		 4.74e+05
0.398		 5.16e+05
0.447		 5.57e+05
0.501		 6.07e+05
0.562		 6.57e+05
0.631		 7.11e+05
0.708		 7.65e+05
0.794		 8.46e+05
0.891		 9.28e+05
1		 1.04e+06
1.12		 1.16e+06
1.26		 1.38e+06
1.41		 1.6e+06
1.58		 1.83e+06
1.78		 2.07e+06
2		 2.24e+06
2.24		 2.4e+06
2.51		 2.57e+06
2.82		 2.74e+06
3.16		 2.83e+06
3.55		 2.93e+06
3.98		 3.04e+06
4.47		 3.15e+06
5.01		 3.29e+06
5.62		 3.43e+06
6.31		 3.49e+06
7.08		 3.56e+06
7.94		 3.72e+06
8.91		 3.88e+06
10		 3.96e+06
11.2		 4.04e+06
12.6		 4.11e+06
14.1		 4.17e+06
15.8		 4.33e+06
17.8		 4.48e+06
20		 4.6e+06
22.4		 4.72e+06
25.1		 4.83e+06
28.2		 4.94e+06
31.6		 4.95e+06
35.5		 4.96e+06
39.8		 5.09e+06
44.7		 5.21e+06
50.1		 5.35e+06
56.2		 5.49e+06
63.1		 5.49e+06
70.8		 5.49e+06
79.4		 5.53e+06
89.1		 5.56e+06
100		 5.64e+06
112		 5.72e+06
126		 5.69e+06
141		 5.66e+06
