1.995e-02 1.194e-10
2.512e-02 3.956e-11
3.162e-02 1.786e-11
3.981e-02 1.006e-11
5.012e-02 6.341e-12
6.310e-02 4.211e-12
7.943e-02 2.876e-12
1.000e-01 2.006e-12
1.259e-01 1.430e-12
1.585e-01 1.043e-12
1.995e-01 7.805e-13
2.512e-01 5.995e-13
3.162e-01 4.728e-13
3.981e-01 3.824e-13
5.012e-01 3.164e-13
6.310e-01 2.673e-13
7.943e-01 2.299e-13
1.000e+00 2.010e-13
1.259e+00 1.782e-13
1.585e+00 1.602e-13
1.995e+00 1.459e-13
2.512e+00 1.350e-13
3.162e+00 1.268e-13
3.981e+00 1.215e-13
5.012e+00 1.188e-13
6.310e+00 1.190e-13
7.943e+00 1.222e-13
1.000e+01 1.289e-13
1.259e+01 1.396e-13
1.585e+01 1.549e-13
1.995e+01 1.757e-13
2.512e+01 2.032e-13
3.162e+01 2.387e-13
3.981e+01 2.841e-13
5.012e+01 3.415e-13
6.310e+01 4.137e-13
7.943e+01 5.041e-13
1.000e+02 6.169e-13
1.259e+02 7.575e-13
1.585e+02 9.323e-13
1.995e+02 1.149e-12
2.512e+02 1.419e-12
3.162e+02 1.754e-12
