
CTA Performance - Northern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v1)
=======================================================
Effective area (after gamma/hadron separation cuts)
=======================================================

E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0158		 56.1
0.0178		 106
0.02		 550
0.0224		 993
0.0251		 3.02e+03
0.0282		 5.04e+03
0.0316		 1.02e+04
0.0355		 1.54e+04
0.0398		 2.32e+04
0.0447		 3.1e+04
0.0501		 3.95e+04
0.0562		 4.79e+04
0.0631		 5.77e+04
0.0708		 6.75e+04
0.0794		 8.06e+04
0.0891		 9.37e+04
0.1		 1.09e+05
0.112		 1.25e+05
0.126		 1.47e+05
0.141		 1.69e+05
0.158		 1.95e+05
0.178		 2.2e+05
0.2		 2.47e+05
0.224		 2.73e+05
0.251		 2.98e+05
0.282		 3.24e+05
0.316		 3.52e+05
0.355		 3.81e+05
0.398		 4.15e+05
0.447		 4.48e+05
0.501		 4.83e+05
0.562		 5.19e+05
0.631		 5.55e+05
0.708		 5.9e+05
0.794		 6.32e+05
0.891		 6.74e+05
1		 7.13e+05
1.12		 7.52e+05
1.26		 7.91e+05
1.41		 8.3e+05
1.58		 8.82e+05
1.78		 9.35e+05
2		 9.8e+05
2.24		 1.03e+06
2.51		 1.08e+06
2.82		 1.13e+06
3.16		 1.17e+06
3.55		 1.2e+06
3.98		 1.25e+06
4.47		 1.29e+06
5.01		 1.34e+06
5.62		 1.39e+06
6.31		 1.41e+06
7.08		 1.43e+06
7.94		 1.47e+06
8.91		 1.51e+06
10		 1.52e+06
11.2		 1.53e+06
12.6		 1.54e+06
14.1		 1.56e+06
15.8		 1.6e+06
17.8		 1.65e+06
20		 1.66e+06
22.4		 1.68e+06
25.1		 1.7e+06
28.2		 1.72e+06
31.6		 1.73e+06
35.5		 1.73e+06
39.8		 1.74e+06
44.7		 1.74e+06
50.1		 1.73e+06
56.2		 1.72e+06
63.1		 1.73e+06
70.8		 1.74e+06
79.4		 1.74e+06
89.1		 1.75e+06
100		 1.73e+06
112		 1.72e+06
126		 1.7e+06
141		 1.69e+06
