
CTA Performance - Southern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v1)
=======================================================
Effective area (after gamma/hadron separation and direction cuts)
=======================================================

E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0158		 34.2
0.0178		 64.8
0.02		 365
0.0224		 666
0.0251		 2.15e+03
0.0282		 3.63e+03
0.0316		 7.92e+03
0.0355		 1.22e+04
0.0398		 1.87e+04
0.0447		 2.53e+04
0.0501		 3.21e+04
0.0562		 3.89e+04
0.0631		 4.54e+04
0.0708		 5.19e+04
0.0794		 5.99e+04
0.0891		 6.79e+04
0.1		 8.19e+04
0.112		 9.59e+04
0.126		 1.18e+05
0.141		 1.41e+05
0.158		 1.66e+05
0.178		 1.91e+05
0.2		 2.18e+05
0.224		 2.44e+05
0.251		 2.75e+05
0.282		 3.06e+05
0.316		 3.49e+05
0.355		 3.91e+05
0.398		 4.4e+05
0.447		 4.89e+05
0.501		 5.46e+05
0.562		 6.03e+05
0.631		 6.65e+05
0.708		 7.27e+05
0.794		 8.1e+05
0.891		 8.94e+05
1		 1.01e+06
1.12		 1.12e+06
1.26		 1.31e+06
1.41		 1.5e+06
1.58		 1.72e+06
1.78		 1.93e+06
2		 2.11e+06
2.24		 2.28e+06
2.51		 2.46e+06
2.82		 2.64e+06
3.16		 2.77e+06
3.55		 2.9e+06
3.98		 3.04e+06
4.47		 3.19e+06
5.01		 3.33e+06
5.62		 3.48e+06
6.31		 3.59e+06
7.08		 3.7e+06
7.94		 3.85e+06
8.91		 4e+06
10		 4.13e+06
11.2		 4.26e+06
12.6		 4.37e+06
14.1		 4.48e+06
15.8		 4.61e+06
17.8		 4.73e+06
20		 4.88e+06
22.4		 5.02e+06
25.1		 5.17e+06
28.2		 5.32e+06
31.6		 5.44e+06
35.5		 5.56e+06
39.8		 5.64e+06
44.7		 5.72e+06
50.1		 5.84e+06
56.2		 5.95e+06
63.1		 5.99e+06
70.8		 6.03e+06
79.4		 6.07e+06
89.1		 6.1e+06
100		 6.21e+06
112		 6.32e+06
126		 6.24e+06
141		 6.17e+06
