
CTA Performance - Southern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v1)
=======================================================
Effective area (after gamma/hadron separation and direction cuts)
=======================================================

E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0158		 428
0.0178		 767
0.02		 2.39e+03
0.0224		 4e+03
0.0251		 8.73e+03
0.0282		 1.35e+04
0.0316		 2.17e+04
0.0355		 3e+04
0.0398		 3.88e+04
0.0447		 4.77e+04
0.0501		 5.55e+04
0.0562		 6.32e+04
0.0631		 7.11e+04
0.0708		 7.9e+04
0.0794		 9.15e+04
0.0891		 1.04e+05
0.1		 1.28e+05
0.112		 1.52e+05
0.126		 1.87e+05
0.141		 2.22e+05
0.158		 2.56e+05
0.178		 2.9e+05
0.2		 3.19e+05
0.224		 3.48e+05
0.251		 3.76e+05
0.282		 4.05e+05
0.316		 4.48e+05
0.355		 4.91e+05
0.398		 5.47e+05
0.447		 6.03e+05
0.501		 6.75e+05
0.562		 7.47e+05
0.631		 8.45e+05
0.708		 9.43e+05
0.794		 1.08e+06
0.891		 1.22e+06
1		 1.4e+06
1.12		 1.58e+06
1.26		 1.79e+06
1.41		 2e+06
1.58		 2.2e+06
1.78		 2.39e+06
2		 2.56e+06
2.24		 2.73e+06
2.51		 2.91e+06
2.82		 3.09e+06
3.16		 3.23e+06
3.55		 3.38e+06
3.98		 3.53e+06
4.47		 3.68e+06
5.01		 3.81e+06
5.62		 3.95e+06
6.31		 4.07e+06
7.08		 4.2e+06
7.94		 4.34e+06
8.91		 4.48e+06
10		 4.61e+06
11.2		 4.74e+06
12.6		 4.84e+06
14.1		 4.94e+06
15.8		 5.04e+06
17.8		 5.14e+06
20		 5.28e+06
22.4		 5.42e+06
25.1		 5.55e+06
28.2		 5.68e+06
31.6		 5.78e+06
35.5		 5.87e+06
39.8		 5.91e+06
44.7		 5.96e+06
50.1		 6.04e+06
56.2		 6.11e+06
63.1		 6.14e+06
70.8		 6.16e+06
79.4		 6.18e+06
89.1		 6.19e+06
100		 6.29e+06
112		 6.39e+06
126		 6.31e+06
141		 6.22e+06
