
CTA Performance - Southern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v2)
=======================================================
Effective area (after gamma/hadron separation and direction cuts)
=======================================================

E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0158		 775
0.0178		 1.32e+03
0.02		 2.98e+03
0.0224		 4.64e+03
0.0251		 7.6e+03
0.0282		 1.06e+04
0.0316		 1.42e+04
0.0355		 1.78e+04
0.0398		 2.15e+04
0.0447		 2.53e+04
0.0501		 2.94e+04
0.0562		 3.35e+04
0.0631		 4.13e+04
0.0708		 4.91e+04
0.0794		 6.11e+04
0.0891		 7.32e+04
0.1		 8.54e+04
0.112		 9.76e+04
0.126		 1.11e+05
0.141		 1.25e+05
0.158		 1.41e+05
0.178		 1.57e+05
0.2		 1.76e+05
0.224		 1.96e+05
0.251		 2.18e+05
0.282		 2.4e+05
0.316		 2.54e+05
0.355		 2.69e+05
0.398		 2.95e+05
0.447		 3.22e+05
0.501		 3.54e+05
0.562		 3.87e+05
0.631		 4.17e+05
0.708		 4.47e+05
0.794		 5.02e+05
0.891		 5.58e+05
1		 6.28e+05
1.12		 6.98e+05
1.26		 7.99e+05
1.41		 9e+05
1.58		 1.02e+06
1.78		 1.14e+06
2		 1.29e+06
2.24		 1.44e+06
2.51		 1.61e+06
2.82		 1.79e+06
3.16		 1.94e+06
3.55		 2.09e+06
3.98		 2.25e+06
4.47		 2.42e+06
5.01		 2.56e+06
5.62		 2.71e+06
6.31		 2.84e+06
7.08		 2.96e+06
7.94		 3.11e+06
8.91		 3.26e+06
10		 3.38e+06
11.2		 3.5e+06
12.6		 3.58e+06
14.1		 3.65e+06
15.8		 3.74e+06
17.8		 3.82e+06
20		 3.9e+06
22.4		 3.99e+06
25.1		 4.01e+06
28.2		 4.04e+06
31.6		 4.11e+06
35.5		 4.19e+06
39.8		 4.23e+06
44.7		 4.28e+06
50.1		 4.19e+06
56.2		 4.1e+06
63.1		 4.13e+06
70.8		 4.16e+06
79.4		 4.22e+06
89.1		 4.27e+06
100		 4.2e+06
112		 4.13e+06
126		 4.16e+06
141		 4.19e+06
