
CTA Performance - Northern site
for further details, see:
www.cta-observatory.org/science/cta-performance/ (prod3b-v2)
=======================================================
Effective area (after gamma/hadron separation and direction cuts)
=======================================================

E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0158		 3.86e+03
0.0178		 5.9e+03
0.02		 9.67e+03
0.0224		 1.34e+04
0.0251		 1.86e+04
0.0282		 2.38e+04
0.0316		 2.99e+04
0.0355		 3.61e+04
0.0398		 4.32e+04
0.0447		 5.03e+04
0.0501		 6.03e+04
0.0562		 7.04e+04
0.0631		 8.57e+04
0.0708		 1.01e+05
0.0794		 1.2e+05
0.0891		 1.38e+05
0.1		 1.53e+05
0.112		 1.69e+05
0.126		 1.84e+05
0.141		 1.98e+05
0.158		 2.14e+05
0.178		 2.29e+05
0.2		 2.44e+05
0.224		 2.59e+05
0.251		 2.76e+05
0.282		 2.94e+05
0.316		 3.18e+05
0.355		 3.42e+05
0.398		 3.74e+05
0.447		 4.07e+05
0.501		 4.43e+05
0.562		 4.79e+05
0.631		 5.14e+05
0.708		 5.5e+05
0.794		 5.91e+05
0.891		 6.31e+05
1		 6.68e+05
1.12		 7.06e+05
1.26		 7.49e+05
1.41		 7.92e+05
1.58		 8.31e+05
1.78		 8.71e+05
2		 9.08e+05
2.24		 9.45e+05
2.51		 9.84e+05
2.82		 1.02e+06
3.16		 1.05e+06
3.55		 1.08e+06
3.98		 1.11e+06
4.47		 1.14e+06
5.01		 1.17e+06
5.62		 1.19e+06
6.31		 1.2e+06
7.08		 1.21e+06
7.94		 1.23e+06
8.91		 1.24e+06
10		 1.26e+06
11.2		 1.28e+06
12.6		 1.29e+06
14.1		 1.29e+06
15.8		 1.3e+06
17.8		 1.31e+06
20		 1.31e+06
22.4		 1.31e+06
25.1		 1.3e+06
28.2		 1.28e+06
31.6		 1.29e+06
35.5		 1.29e+06
39.8		 1.29e+06
44.7		 1.3e+06
50.1		 1.28e+06
56.2		 1.26e+06
63.1		 1.26e+06
70.8		 1.27e+06
79.4		 1.29e+06
89.1		 1.3e+06
100		 1.27e+06
112		 1.25e+06
126		 1.24e+06
141		 1.22e+06
